tpl_idx,name,z_catalog,M_peak_r,t_peak_r,decline_rate_r,width_r,duration_r,M_peak_u,M_peak_g,M_peak_i,M_peak_z,g_minus_r,r_minus_i,M_peak_y
152,2021lwz,0.065,-19.81359864810741,0.2572512701812349,0.0569106500503674,17.686024824742987,149.97749051385634,,-20.153425535715172,-19.560908991459414,,-0.3398268876077637,-0.2526896566479948,-18.69920279192562
153,2021mkr,0.28,-22.042730570215237,0.2140410958929806,0.0068651734051258465,74.16523972602249,124.78595890410702,,-21.865872098000782,-21.55668117506184,,0.17685847221445528,-0.4860493951533975,
154,2021nxq,0.15,-20.634862517088497,0.23823704586349145,0.012575309999039063,42.584871947581874,138.89219773674523,,-20.48814174551018,,,0.1467207715783161,,
155,2021rwz,0.19,-20.501650133531403,0.23022907793530686,0.023820613115747995,28.490848394147243,134.22355243466973,,-20.60996939645745,-19.988887892337836,,-0.10831926292604876,-0.5127622411935668,
156,2021txk,0.46,-22.228767539510198,0.703696753612037,0.025945047768350313,30.446612872954777,109.4013886282582,,-22.28998138374727,,,-0.061213844237073545,,
157,2021uvy,0.095,-19.827058042045454,0.2502032901762696,0.02799582551504938,105.96109338837769,145.86851817101095,,-19.75777878787062,-19.74074934580635,,0.06927925417483394,-0.08630869623910442,
158,2021vuw,0.2,-21.532844640029936,0.22831050228584598,0.014268275312628326,40.8105022830993,133.1050228310475,,-21.620613316725187,-21.042643029918967,,-0.08776867669525146,-0.49020161011096874,
159,2021xfu,0.32,-22.07094837623776,0.20755500207804178,0.006976582769699795,81.05022831050243,121.00456621004317,,-22.246901332975444,-21.720328783300275,,-0.17595295673768518,-0.350619592937484,
160,2021ybf,0.13,-19.35672526605363,0.24245363074603113,0.008933451154604767,55.340041217116784,141.35046672323628,,-18.824529093806525,-18.979473284191897,,0.5321961722471045,-0.3772519818617326,
161,2021ynn,0.22,-20.92324123980298,0.22456770716640587,0.027159218529221235,31.49562092970524,130.92297327644013,,-20.917199238894014,-20.35452393187766,,0.006042000908966116,-0.5687173079253185,
162,2021yrp,0.3,-21.80901311745918,0.2107481559561655,0.05107465272675574,20.864067439408526,122.8661749209669,,-21.710812786198765,-21.618375806380765,,0.09820033126041494,-0.1906373110784152,
163,2021zcl,0.117,-20.549035750845157,0.24527538293913623,0.031034970908710133,26.30578481990155,142.99554825179678,,-20.516464388886902,,,0.032571361958254386,,
164,2022aawb,0.13,-20.94001559559714,0.24245363074603113,0.02296195913815596,33.337374227176845,100.67887016607732,,-20.993432958889617,,,-0.05341736329247837,,
165,2022abdu,0.13,,,,,,,,,,,,
166,2022ful,0.15,-20.940183080545484,0.23823704586349145,0.004513921850683194,46.515783204288354,138.89219773674523,,-20.972126094661164,,,-0.03194301411567935,,
167,2022gyv,0.39,-22.77701577068944,1.2811668473463371,0.013507843811591976,52.577116389079656,114.91081107716329,,-22.865089303187997,-22.07746151939897,,-0.0880735324985551,-0.699554251290472,
168,2022le,0.2491,-20.77501009356431,11.679642219109052,0.0027895900766605744,127.8728903988928,127.8728903988928,,-20.917252640299274,-20.349010869204147,,-0.14224254673496617,-0.4259992243601616,
169,2022ljr,0.2,-20.932526315727465,0.22831050228584598,0.07983318481889967,16.952054794516396,133.1050228310475,,-21.123634539025666,,-19.82748330743704,-0.1911082232982011,,
170,2022lxd,0.54,-22.809317058806688,4.581035402952693,0.023379071798500996,37.671232876712196,103.71819960860843,,-22.9290795213375,,,-0.11976246253081158,,
171,2022npq,0.26,-21.91100927106265,0.2174385736055676,0.010714054474147082,54.414003044139314,126.76668841052143,,-21.801695170921402,-21.285452577439226,,0.10931410014124765,-0.6255566936234231,
172,2022ojm,0.47,-23.23374988148434,3.2615786040463917,0.009906820496815594,56.89124965054386,108.65716149473265,,-23.10528983841382,,,0.12846004307051828,,
173,2022pjq,0.17,-20.582909318551184,0.8781173164731402,0.032408553970911406,19.318580962415304,136.51797213440767,,-20.707826127925983,,,-0.12491680937479899,,
174,2022ued,0.1087,-20.493160159102192,0.24711157458556432,0.034403185313907104,25.823159543879747,144.06604798165145,,-20.651945975191165,,,-0.15878581608897235,,
175,ASASSN15no,0.03638,-19.71463798435463,0.2643553549306385,0.013679975946061611,52.342360275634576,154.11917192270883,-19.659641513772158,-19.849495777871162,-19.598294853791085,-19.558937107283974,-0.13485779351653093,-0.11634313056354628,
176,CSS140925,0.46,-22.6219405418624,0.18765246763220217,0.10334613532640413,7.224620003752571,109.4013886282582,,-21.992867325250312,-21.74407199230162,,0.6290732166120883,-0.8778685495607803,
177,CSS160710,0.18,,,,,,,,,,,,
178,DES14C1fi,1.302,-22.45578883728867,0.1190150315999197,0.029405686725334612,27.492472299249577,69.38576342191877,,-21.993985121094276,-22.701086650615775,-22.691167772754604,0.4618037161943924,0.24529781332710598,
179,DES14C1rhg,0.481,-19.747109798825498,0.1849916291310028,0.05893271578699552,17.29671732353997,107.85011978207764,,-19.547996477282837,-19.670184354693287,-19.604603845060094,0.19911332154266148,-0.07692544413221114,
180,DES14E2slp,0.57,-21.037075345511404,0.17450484251147463,0.017988379765508378,37.43128871825946,101.73632318296623,,-20.898656095339582,-21.04716914609063,-20.899061230173253,0.13841925017182177,0.010093800579227263,
181,DES14S2qri,1.5,-22.474042441017573,0.7123287671245635,0.050548868137007937,19.890410958902795,63.89041095890279,,-21.41209116970949,-22.794440625507022,-22.758935299179008,1.0619512713080823,0.32039818448944857,
182,DES14X2byo,0.868,-22.510077303781397,0.14666627555835932,0.09133241907276769,12.906632248979816,85.50643864949518,,-22.051524518288353,-22.41442285274363,-22.39020397849252,0.458552785493044,-0.09565445103776682,
183,DES14X3taz,0.608,-22.3553641420045,1.5760239896405268,0.019498861328176444,37.015266135077844,99.33210659033394,,-21.964263040613105,-22.277414677793253,-22.097289126723258,0.39110110139139564,-0.07794946421124749,
184,DES15C3hav,0.392,-19.68928393503649,0.19681939852228103,0.06583724564762276,15.696347031959819,114.74570933710991,,-19.514489021535233,-19.693056654161538,-19.587551473628196,0.17479491350125542,0.003772719125048951,
185,DES15E2mlf,1.861,-23.214476551756626,0.09576113342992491,0.03194052118491246,25.807625459053227,55.828740788974834,,-22.290922129787724,-23.34549056811089,-23.220014632565192,0.9235544219689018,0.13101401635426413,
186,DES15S1nog,0.565,-20.492935814380623,0.17506236596997773,0.030457674684287176,25.515339839813922,102.06135935926964,,-20.407587445927426,-20.513611640714103,-20.440771708496946,0.0853483684531966,0.02067582633348053,
187,DES15X1noe,1.188,-22.558612199198482,0.12521599759735613,0.014088370257366945,43.042999173573236,73.00092659838072,,-21.752595316448346,-22.68382557734438,-22.54912990858627,0.8060168827501357,0.12521337814589728,
188,DES15X3hm,0.86,-22.57810890655792,0.1472970982489329,0.06926863841397946,16.607747827364747,85.87420827809517,,-22.30342749380744,-22.56041516202337,-22.540270169683613,0.2746814127504784,-0.017693744534547307,
189,DES16C2aix,1.068,-21.017785151137893,0.13248191622002667,0.02893792030662075,27.68872048965133,77.2369571553467,,,-21.641561281950082,-21.639849377499687,,0.623776130812189,
190,DES16C2nm,1.998,-22.66713022117896,0.09138512433055875,0.020722020339124722,34.1780364992164,53.277527484075044,,-21.12298156392275,-23.05037582515074,-23.494287004402423,1.544148657256212,0.38324560397177976,
191,DES16C3cv,0.727,-20.06272355175107,0.1586407659195224,0.0015445224649388947,92.4875665299693,92.4875665299693,,-18.2985329940849,-20.56542889504718,-20.74969498298565,1.7641905576661685,0.5027053432961104,
192,DES16C3dmp,0.562,-21.010418361600692,0.17539859330538743,0.013951205413205476,41.481767316223376,102.25737989581113,,-20.889641835307494,-20.966142400572735,-20.84628972176294,0.12077652629319857,-0.04427596102795661,
193,DES16C3ggu,0.949,-20.579725401308874,0.1405708582570627,0.0689809620925897,11.210525945863555,81.95281036288199,,-20.052181452786524,-20.51065140393463,-20.26134856272298,0.5275439485223501,-0.06907399737424313,
194,DES17C3gyp,0.47,-21.93313281669539,0.18637592023334365,0.027546096446001644,28.70189171558845,108.65716149473265,,-22.134149592236582,-21.89458885618286,-21.649122885062873,-0.20101677554119135,-0.03854396051253062,
195,DES17X1amf,0.92,-22.72854729606729,0.14269406392865375,0.02427789938785726,31.78510273972582,83.19063926940468,,-21.710486047405382,-22.674983378128722,-22.56640505062558,1.0180612486619083,-0.053563917938568295,
196,DES17X1blv,0.69,-20.532558164900003,0.16211396612012732,0.047352917320416396,19.615789900298612,94.51244224689762,,-19.987892906304772,-20.642817525489576,-20.719918090145995,0.5446652585952307,0.11025936058957342,
197,iPTF13ajg,0.7403,-23.056562361872913,0.1574283759943775,0.05653128696656962,14.719553155296609,91.78074320361834,-20.958141469204513,-22.535580238358094,-22.975309666081117,-22.8061632525829,0.5209821235148198,-0.08125269579179673,
198,iPTF13bdl,0.403,-20.807398267897238,0.19527626710122248,0.0016135278351696585,113.8460637186436,113.8460637186436,,-19.906522265951295,-20.94564955983042,,0.9008760019459423,0.13825129193318375,
199,iPTF13bjz,0.2712,-21.129618269571473,0.2155228152478093,0.054769700898600546,17.187944515802446,125.64980128796176,,,,,,,
200,iPTF13cjq,0.3962,-21.63258103874872,0.19622733329251912,0.05028992219433516,21.585006661916537,114.40053530816287,,-20.919913635693504,-21.112281452191734,,0.7126674030552174,-0.5202995865569875,
201,iPTF13dcc,0.4305,-22.348860267745753,0.19152226685984983,0.01610547419452158,36.341350136220356,111.65748157794967,,-22.079042696740512,-22.234742566884474,,0.26981757100524106,-0.11411770086127859,
202,iPTF13ehe,0.3434,-21.726160725260165,0.20393970726739258,0.007843030497266503,49.9142433530945,118.89684933546002,,-21.35884961276839,-21.730497023891516,,0.3673111124917767,0.004336298631351099,
203,iPTF15eov,0.0535,-21.26707682901174,0.2600594235814097,0.0676582570596396,39.33398781620995,151.61464394613856,,-21.6403671698809,-21.019707362792523,,-0.37329034086916124,-0.24736946621921518,
204,iPTF16asu,0.187,-20.250999042923223,0.23081095429066145,0.06125649898571207,12.059872361538417,134.56278634983738,-20.189596468824696,-20.417762073361914,-20.22036625191366,,-0.16676303043869112,-0.03063279100956251,
205,iPTF16bad,0.2467,-21.29565488842062,0.2197582439584625,0.03782299794128192,22.964736493382112,123.88871003009062,,-21.585408015853872,-20.907340284596348,,-0.28975312743325077,-0.3883146038242735,
206,iPTF16eh,0.427,-22.718666879781562,4.943794338154974,0.016486711040632113,43.82217699743656,111.9313436561016,,-22.793069879092364,-22.605903163814503,,-0.07440299931080219,-0.11276371596705914,
207,LSQ12dlf,0.255,,,,,,,,,,,,
208,LSQ14an,0.1637,-21.22454578928852,0.23543233027671664,0.00406283570942126,93.2312027884606,137.25704854967515,,-20.860133773833198,-20.93769659343583,,0.3644120154553221,-0.28684919585268887,
209,LSQ14bdq,0.345,-22.39704602140773,0.20369710241116368,0.010877241551393663,56.01670316239381,118.75541070428028,,-22.199826941905386,-22.363893663078596,-22.0525743990394,0.19721907950234296,-0.03315235832913288,
210,LSQ14mo,0.256,-21.34016519277806,0.21813105313934328,0.05976756792937509,17.995811883778583,127.17040397870778,,-21.35799296112292,-21.24096650923166,-21.17561486714784,-0.017827768344861994,-0.0991986835463976,
211,OGLE15qz,0.68,-22.896762234014194,0.1630789302041757,0.005089603129440786,95.07501630789105,95.07501630789105,,-22.81637800874172,-22.892389148696864,-22.6603485308582,0.08038422527247491,-0.004373085317329384,
212,OGLE15sd,0.565,,,,,,,,,,,,
213,OGLE15xl,0.198,,,,,,,,,,,,
214,OGLE15xx,0.21,,,,,,,,,,,,
215,OGLE16dmu,0.426,,,,,,,,,,,,
216,PS110ahf,1.1,-21.376962373244975,26.679712981082652,0.0015716036367358012,76.06001304631285,76.06001304631285,,,-21.809273008402915,-21.860411955701334,,0.43231063515793977,
217,PS110awh,0.9084,-22.444139151843334,0.14356141413907733,0.03964348740281065,21.713663888271423,83.69630444207556,,-21.67959701562292,-22.484731277758748,-22.47448425087382,0.7645421362204132,0.04059212591541339,-22.28928511746874
218,PS110bzj,0.65,-21.70955412936299,0.16604400166243344,0.06181501124336215,16.438356164382473,96.80365296803454,,-21.569889075017525,-21.662892345012,-21.591348191122414,0.13966505434546406,-0.046661784350988,
219,PS110ky,0.9558,-22.83273108057785,0.14008211613816093,0.05544563155216554,20.80219424626579,41.989614311908724,,-22.59579986141836,-22.759550714360547,-22.538717092473867,0.23693121915949078,-0.07318036621730428,
220,PS110pm,1.206,-22.309205935828658,0.12419428954805764,0.0423639890349307,21.5166606639396,72.40527080564686,,-21.453156446853818,-22.677689506321904,-22.735473991220722,0.8560494889748398,0.36848357049324676,
221,PS111afv,1.407,-22.430289804518665,3.869991064874689,0.004506430801947887,66.35896443591898,66.35896443591898,,-21.656519468841793,-22.661230969117145,-22.638404356089758,0.7737703356768719,0.23094116459848024,
222,PS111aib,0.997,-22.56948967670215,0.8917485817783719,0.0126379752885394,49.04617199771937,79.98298818089985,,-21.752646544437276,-22.633832426005405,-22.512949246525217,0.816843132264875,0.06434274930325401,
223,PS111ap,0.524,-22.27758439900623,0.1797720490439732,0.021790977483079395,33.123000035954604,104.80710459137597,,-21.992036610798618,-22.233722531266853,-22.06385093158339,0.2855477882076123,-0.04386186773937695,-22.038033650680816
224,PS111bam,1.565,-23.15096512561459,0.10681193089396303,0.05498836165561696,19.092632647063997,53.753104221739434,,-22.423947383362886,-23.363274357282762,-23.25176642332744,0.7270177422517037,0.21230923166817206,
225,PS111bdn,0.738,-22.78532640984227,3.1921433863514124,0.031345590370881984,29.911565805444887,91.9022021848429,,-22.829772116793194,-22.60496018571588,-22.57443306861438,-0.04444570695092409,-0.18036622412639147,
226,PS111tt,1.283,-21.926258204598195,0.1200055202553724,0.017998609420275456,37.291715418908396,69.96321830804072,,-20.755218843037298,-22.616448014336093,-22.761115060334845,1.1710393615608972,0.6901898097378982,
227,PS112bmy,1.572,-22.386298396060116,13.288523402713153,0.011657139118570123,57.122009416474334,62.1018769040657,,,-23.017397218935248,-23.107617858165487,,0.6310988228751313,
228,PS112bqf,0.522,-20.821352897273137,0.18000828038305858,0.012370954013189933,52.96743650207799,104.94482746206108,,-20.490449926814826,-20.86337510597877,-20.80468331174083,0.3309029704583111,0.04202220870563167,-20.899398179666154
229,PS112cil,0.32,-20.9049123425251,0.20755500207804178,0.04095380642256379,15.981735159816292,121.00456621004317,,-20.937363238993726,-20.732733080904502,-20.672517144799016,-0.032450896468624535,-0.17217926162059882,-20.568815816238857
230,PS112zn,0.674,-20.933660568677585,0.16366344249881432,0.0635611874374584,15.752606340318549,95.41578697566128,,-20.89285318460385,-20.89285188980642,-20.756220808079306,0.04080738407373374,-0.04080867887116568,
231,PS113gt,0.884,-21.081810403132383,0.14542070209289554,0.008209789172936402,61.585667335601684,84.78026931913854,,-20.030240951067437,-21.665870620938023,-21.81144484312556,1.0515694520649461,0.5840602178056393,
232,PS113or,1.52,-23.31527029935582,0.1087192868027838,0.018938487173899073,37.37225483800724,63.38334420526071,,-22.50432326789541,-23.541759048891976,-23.518724620843066,0.8109470314604117,0.2264887495361556,
233,PS114bj,0.5215,-20.945528870699285,0.18006743525666458,0.003066437681207779,100.52264573082194,104.97931475337298,,-19.945136308397153,-21.14685135187006,-20.761751246189007,1.0003925623021317,0.20132248117077367,
234,PS15cjz,0.22,-20.59520184989698,0.22456770716640587,0.01601341548705912,35.20098809790621,94.48686278912766,,-20.502836038847356,-20.497887206048684,-20.46246149426032,0.09236581104962482,-0.09731464384829636,
235,PSNJ000123,0.281,-21.358509475022363,1.390181044349265,0.011116987772935061,42.93520686963309,124.68854597756203,-21.2276591463021,-21.528259389326095,-21.16271730245886,-21.116530594565294,-0.16974991430373265,-0.1957921725635039,
236,PTF09atu,0.5015,-22.32352378360096,0.18246593589278398,0.011594613148348335,56.199508254299054,106.37764062421378,-20.41969848274116,-22.036933307000638,-22.244861701450297,,0.286590476600324,-0.0786620821506645,
237,PTF09cnd,0.2584,-22.4125593583884,0.2177150371447991,0.012504592035172207,46.699875466995664,99.38691445540681,-22.512550561854066,-22.499799053082803,-22.09980961051306,,-0.08723969469440362,-0.3127497478753405,
238,PTF10aagc,0.206,-20.485755487251414,1.4766350893958613,0.07640586001937236,11.245144142301443,132.44280878711194,,-20.89378998382315,-20.460282887303144,,-0.4080344965717373,-0.025472599948269448,
239,PTF10bfz,0.1701,-21.095889052107033,0.2341446053696395,0.02484356866100998,28.975394914140004,136.5063049288582,,-21.050082963699186,-20.787574838184234,,0.045806088407847056,-0.3083142139227988,
240,PTF10bjp,0.3584,-21.00103942363497,0.2016877228673551,0.021808105963265868,38.270245413621325,117.58394243025396,,,,,,,
241,PTF10iam,0.109,-20.08621823402401,0.2470447274508703,0.02482420948280313,30.571785021672873,144.0270761021253,,,-20.009179429335205,,,-0.07703880468880442,
242,PTF10nmn,0.1237,-20.37455815803787,29.745178903842373,0.010089684753724362,79.11729962537619,142.1429450896654,,-19.50605424843488,-20.16721706068283,,0.8685039096029925,-0.20734109735504092,
243,PTF10uhf,0.2882,-21.012383494264252,0.2126786234614308,0.03729287567288549,23.39464858047498,123.99163747652304,,-21.11295233796625,-21.114101434648237,,-0.10056884370199626,0.10171794038398474,
244,PTF10vqv,0.4518,-22.097584734054266,5.89726121753378,0.01942944663927273,39.95984201001294,110.01930527431945,,-22.283486520394376,,,-0.18590178634011068,,
245,PTF12dam,0.1073,-21.701120397566612,5.0103361378838205,0.014758423078934048,64.63952177887865,144.24819596970738,-21.88506961734687,-21.906992675395152,-21.684265587199594,-21.536224097737406,-0.20587227782854,-0.016854810367018302,
246,PTF12gty,0.1768,-20.062367488622744,2.153506607190659,0.010050852974916234,43.535755194022244,135.72911913431082,,-19.465888403401877,-20.215996350461957,,0.5964790852208672,0.15362886183921276,
247,PTF12hni,0.1056,-19.937813536552586,1.6107289415805073,0.03809227713797792,25.895565291515446,144.46999583688225,,-19.31092434245624,-19.973184208195278,,0.6268891940963464,0.03537067164269203,
248,PTF12mxx,0.3296,-22.066294982152503,0.20605641000527614,0.026709718093526888,29.46606663039879,120.1308870316313,-21.190647710257906,-22.04994695204975,-21.992034130109744,-21.98731465485193,0.01634803010275121,-0.07426085204275878,
249,SCP06F6,1.189,,,,,,,,-23.5143227482186,-23.352754669369485,,,
250,SDSS17789,0.3858,-21.356096175444915,0.1976999586830821,0.0053492181922590925,77.20183386481686,115.25907591085077,-20.455455661228438,-21.14573867776243,-21.07853267651504,-20.887521731816193,0.2103574976824838,-0.27756349892987586,
251,SN1000,3.8993,-22.03859123296516,0.05592076475068176,7.13198483894332e-07,32.6018058492554,32.6018058492554,,-21.099527961163222,-22.23621368520386,,0.9390632718019383,0.19762245223870067,
252,SN2213,2.0458,-21.96527105675758,0.0899509497481828,0.0057215095630314934,52.44140370255991,52.44140370255991,,-21.597780175674686,-21.986879774305457,,0.36749088108289385,0.02160871754787763,
253,SNLS06D4eu,1.5881,-22.77753566880516,0.10585858457672237,0.09499575227167925,13.682222056374796,41.04666616913001,,-21.663867187197166,-23.348728759602896,-23.377900349770485,1.113668481607995,0.5711930907977347,
254,SNLS07D2bv,1.5,-21.637740596098993,0.10958904109720606,0.016217774071241642,43.69863013698486,63.89041095890279,,-20.159569040115375,-22.316128013339547,-22.366001535843523,1.478171555983618,0.678387417240554,
255,SNLS07D3bs,0.757,-21.585065677966384,0.1559320448167417,0.047957654971937574,18.86777742259798,90.90838212706716,,-21.080260761956342,-21.828566423844656,-21.85276180562584,0.5048049160100412,0.24350074587827208,
256,SSS120810,0.156,,,,,,,,,,,,
257,UID30901,0.37,-20.828314505173502,0.19998000200220084,0.0095627214741634,62.1437856214364,116.58834116588099,,-20.555661965582345,-21.107614369838046,-21.120536877045055,0.27265253959115654,0.2792998646645444,-21.061620237238607
258,2022acsx,0.28,-22.162942430750824,0.2140410958929806,0.013664562597629777,42.38013698629857,124.78595890410702,,-22.258127975644168,,,-0.09518554489334363,,
259,2023cmx,0.233,-22.33696541013854,0.2222000022246676,0.007374169747362776,69.6597006965924,129.54260129542334,,-22.409561344260844,-21.89866899576807,,-0.07259593412230458,-0.43829641437046973,
260,2023wwx,0.308,-22.224788665711888,3.0895228519956888,0.005427280973488528,73.72963009508959,122.1146998449977,,-22.109152769598392,-21.696643037767085,,0.11563589611349556,-0.5281456279448022,
